feature,n_survivor,n_nonsurvivor,mean_survivor,mean_nonsurvivor,median_survivor,median_nonsurvivor,mean_difference_nonsurvivor_minus_survivor,standardized_mean_difference,welch_t_statistic,welch_p_value,mannwhitney_u_statistic,mannwhitney_p_value,welch_fdr,mannwhitney_fdr,abs_standardized_mean_difference
static_Age,6878,1122,63.51482989241058,70.03832442067736,66.0,74.0,6.523494528266774,0.3895007421271482,12.446298018267226,5.440840990010948e-34,4746069.0,3.565800580369592e-35,6.420192368212919e-33,2.5500876877794662e-34,0.3895007421271482
K_count,6878,1122,3.5196277987787146,4.366310160427807,3.0,4.0,0.8466823616490928,0.4254909860984612,12.405449594226667,1.3900932858585962e-33,4785175.0,9.654001064916033e-40,1.5622000736315652e-32,8.136943754714941e-39,0.4254909860984612
HCO3_min,6878,1122,22.1383571570975,20.105049847624528,22.0,20.0,-2.0333073094729706,-0.4145924629220574,-11.935649259853703,2.6525574381251335e-31,2892576.0,1.4564109821519809e-41,2.845470706352416e-30,1.37485196715147e-40,0.4145924629220574
PaCO2_missing,6878,1122,0.2630774656165511,0.1319073083778966,0.0,0.0,-0.1311701572386545,-0.3341239403919275,-11.491152579402568,1.5210805908875756e-29,3348933.0,1.616672027870597e-21,1.560760954128121e-28,7.630691971549218e-21,0.3341239403919275
PaO2_missing,6878,1122,0.2630776475828866,0.13279857397504458,0.0,0.0,-0.13027907360784202,-0.3315015966359014,-11.387572011318003,4.6525316129042886e-29,3352377.0,3.0461088093152017e-21,4.574989419355884e-28,1.3824647673045916e-20,0.3315015966359014
HCO3_mean,6878,1122,23.909910436448484,22.182357361468597,23.8,22.0,-1.7275530749798875,-0.3935009288413536,-11.340343513104377,1.5076393580400605e-28,2882693.5,3.632875694050228e-42,1.423211553989817e-27,3.5723277658160577e-41,0.3935009288413536
HCO3_median,6878,1122,23.91548611051787,22.179911193085328,24.0,22.0,-1.7355749174325439,-0.39018130972665027,-11.244245965259838,4.0984240263807215e-28,2902510.0,1.2019528628586247e-40,3.720107962407117e-27,1.0910033678255208e-39,0.39018130972665027
pH_missing,6878,1122,0.2579822262562137,0.13101604278074866,0.0,0.0,-0.12696618347546504,-0.32505127714189563,-11.163219667403093,5.036158300171428e-28,3365124.0,1.6548165014189307e-20,4.4019754031128036e-27,7.232161006201253e-20,0.32505127714189563
HCO3_count,6878,1122,3.3008141901715615,4.03030303030303,3.0,4.0,0.7294888401314688,0.39633605402534905,11.205618912822088,6.502045647642842e-28,4681081.5,1.2608928232028049e-32,5.480295617298967e-27,8.502020179310341e-32,0.39633605402534905
FiO2_missing,6878,1122,0.3422823164023363,0.19607843137254902,0.0,0.0,-0.1462038850297873,-0.3342674980314499,-11.105831266708437,1.0439893433008614e-27,3291717.0,1.72838520911505e-22,8.495913276517355e-27,8.678700198960676e-22,0.3342674980314499
Urine_std,6878,1122,126.86838045091741,90.46391493509923,108.97873601446639,67.0748920861709,-36.40446551581819,-0.3424007011000148,-10.995726313085182,3.697767773948759e-27,2556296.5,1.1740200482656587e-73,2.9089106488396906e-26,2.3089060949224623e-72,0.3424007011000148
Urine_min,6878,1122,25.887037558926153,15.644580379520969,15.0,10.0,-10.242457179405184,-0.25165340950558635,-10.845346224230324,5.863326908485838e-27,3557309.5,1.6862199861510837e-05,4.4636940335569604e-26,2.8629346527457248e-05,0.25165340950558635
Lactate_count,6878,1122,1.8556266356498983,3.3172905525846703,1.0,2.0,1.461663916934772,0.3924883644986756,10.895948150908897,1.6132390972780092e-26,4786298.5,2.9280114080877745e-42,1.1897638342425319e-25,3.0043943143857164e-41,0.3924883644986756
Urine_median,6878,1122,106.62722069644857,70.4531524729158,80.0,50.0,-36.17406822353277,-0.3420294017494436,-10.747348740347475,4.994976599594828e-26,2579455.0,2.8200109231671e-71,3.572165083346604e-25,5.11940444513412e-70,0.3420294017494436
BUN_count,6878,1122,3.3806339052050016,4.0597147950089125,3.0,4.0,0.6790808898039109,0.37253644717575346,10.529586397637665,5.86371458250736e-25,4615360.0,8.001137135418474e-28,4.07010776903452e-24,4.7206709098969e-27,0.37253644717575346
Creatinine_count,6878,1122,3.3982262285548126,4.072192513368984,3.0,4.0,0.6739662848141714,0.36889287961932304,10.456341084919911,1.1916510985405334e-24,4609069.0,2.257043620235367e-27,8.035133121587597e-24,1.2991763277452356e-26,0.36889287961932304
GCS_min,6878,1122,8.500996310490669,7.0648781567119165,8.0,6.0,-1.436118153778752,-0.3153113162783576,-10.27567815414199,4.814699409206024e-24,3236195.0,6.132313322646196e-19,3.156302946035061e-23,2.4120432402408373e-18,0.3153113162783576
Mg_count,6878,1122,3.323495202093632,3.971479500891266,3.0,4.0,0.6479842987976339,0.3446195699392164,10.003476451448874,8.657680714931298e-23,4548908.0,6.810924166970024e-23,5.522196347902125e-22,3.5719513408998346e-22,0.3446195699392164
Urine_max,6878,1122,638.3932176572573,451.96065761139903,500.0,321.0,-186.43256004585828,-0.3137735122731774,-9.740613652385452,8.730750484412569e-22,2590424.5,5.288708793852382e-70,5.4222555640035956e-21,8.91525196677973e-69,0.3137735122731774
Creatinine_last,6878,1122,1.2776641554105417,1.736513432322629,0.9,1.2,0.4588492769120873,0.325579806458154,9.623573476613922,2.825346604472135e-21,4793675.5,4.727279088259157e-39,1.7096969196292922e-20,3.71879288276387e-38,0.325579806458154
Lactate_last,6878,1122,1.8657385917572566,2.541968304747175,1.960579809004093,1.960579809004093,0.6762297129899182,0.3830450538645792,9.497372690427389,1.1773380075515384e-20,4448274.0,6.359466162932823e-18,6.946294244554077e-20,2.46038363024942e-17,0.3830450538645792
Lactate_mean,6878,1122,2.26470510345763,2.893609297978193,2.352908916739139,2.352908916739139,0.6289041945205627,0.365472488534543,9.29626594580752,6.722293585188905e-20,4269219.5,1.9043691350756553e-09,3.8694177709867843e-19,4.239916187526931e-09,0.365472488534543
HCO3_max,6878,1122,25.64631342860176,24.243536425819794,25.449573953961597,24.0,-1.402777002781967,-0.31942362857330625,-9.26560078713003,7.249221586889717e-20,3053755.5,2.0910172544038228e-29,4.073372129776127e-19,1.2986317685244794e-28,0.31942362857330625
Lactate_max,6878,1122,2.999402519927309,3.9237697251789223,3.129045020463848,3.129045020463848,0.9243672052516132,0.35278526356797585,9.134663740004058,2.680970625686347e-19,4178412.0,2.8979051556914343e-06,1.4714164364232044e-18,5.220653562925027e-06,0.35278526356797585
Creatinine_max,6878,1122,1.4669166384986783,1.9519070821683542,1.0,1.4,0.4849904436696759,0.29986194913175385,9.065693262436447,3.904251200810644e-19,4812731.0,1.4941481804794906e-40,2.094098371343891e-18,1.3059961873820732e-39,0.29986194913175385
Lactate_median,6878,1122,2.2111187288268837,2.822180523435138,2.296820145520692,2.296820145520692,0.6110617946082542,0.3541522750252364,9.000208164335257,8.705593785141113e-19,4233954.5,4.0137639117339923e-08,4.565600296207339e-18,8.457573956868055e-08,0.3541522750252364
Creatinine_mean,6878,1122,1.2913661261839593,1.6992120371400818,0.9,1.225,0.40784591095612255,0.29302033647357933,8.823489964726848,3.137310556164586e-18,4802226.0,1.549725054730024e-39,1.6095767201192222e-17,1.2611555617802956e-38,0.29302033647357933
HR_max,6878,1122,111.4644107405017,118.40374548932655,110.0,117.0,6.939334748824848,0.29576479313958,8.677482418652316,1.1086576284529736e-17,4505977.5,1.7715642687237712e-19,5.566876602444719e-17,7.086257074895085e-19,0.29576479313958
PaO2_first,6878,1122,206.86961304762977,177.18016445135322,202.705667882002,156.5,-29.68944859627655,-0.2784604007348636,-8.640520623020992,1.4023454273910894e-17,3142762.5,8.844041800525155e-24,6.894865018006189e-17,4.8539392207533407e-23,0.2784604007348636
Creatinine_median,6878,1122,1.2900165945123345,1.6921440819059512,0.9,1.2,0.4021274873936167,0.28674339828614326,8.631759220535809,1.5698662318427477e-17,4789958.5,1.1703859698589005e-38,7.560988381936499e-17,8.910035125377436e-38,0.28674339828614326
PaO2_mean,6878,1122,149.272357413371,135.81653727135193,147.38517863845283,132.41666666666669,-13.455820142019064,-0.27538728476276536,-8.600103977413136,1.9465531859691167e-17,3173339.0,6.31630902574501e-22,9.18773103777423e-17,3.1055186043246295e-21,0.27538728476276536
Urine_total,6878,1122,4420.441968615686,3236.8707305608073,4158.0,2586.0,-1183.571238054879,-0.321982777631669,-8.605236487424058,2.2511754220953393e-17,2437802.0,2.6006442768213368e-87,1.0417203914009806e-16,9.39513610998296e-86,0.321982777631669
PaO2_median,6878,1122,135.64993383909712,123.0939887872466,133.88896254557508,118.0,-12.555945051850514,-0.26707436605028084,-8.483316619493642,4.998342504475263e-17,3147487.5,1.7304402669094736e-23,2.26847852126185e-16,9.281452340696267e-23,0.26707436605028084
Creatinine_min,6878,1122,1.1184991505321904,1.45602794140268,0.8,1.0,0.3375287908704896,0.2814573856479548,8.439129982096278,7.703792392745518e-17,4731475.5,2.584117239772752e-34,3.430367933373476e-16,1.7936813781952046e-33,0.2814573856479548
Glucose_max,6878,1122,169.66748365193664,194.68307251329585,151.0,172.0,25.01558886135922,0.28228733043934356,8.340022758162117,1.7491123802239164e-16,4687148.0,7.241171214172646e-31,7.644268920978598e-16,4.618692990661471e-30,0.28228733043934356
PaO2_std,6878,1122,64.463136810314,55.488090821598725,63.20438661039668,59.282242068776824,-8.975045988715273,-0.2667411652299099,-8.260236805679193,3.1512521766231265e-16,3221367.5,1.4533448439840443e-19,1.3521736612419232e-15,5.974722126804424e-19,0.2667411652299099
n_rows_total,6878,1122,434.92759523117184,471.5534759358289,425.0,451.0,36.62588070465705,0.2750040806112182,8.224860606956273,4.3429463260625715e-16,4439603.5,5.481112704751219e-16,1.8302416659835124e-15,1.8746994178569382e-15,0.2750040806112182
n_valid_values,6878,1122,434.3658040127944,470.98217468805706,424.0,450.5,36.61637067526266,0.2744478564918391,8.210460694693783,4.868997883672063e-16,4438571.0,6.168964627419801e-16,2.01593596587124e-15,2.079822360101533e-15,0.2744478564918391
MechVent_missing,6878,1122,0.3856778300587278,0.26827094474153296,0.0,0.0,-0.11740688531719484,-0.2522975139442775,-8.111191101256392,9.899638182040784e-16,3403503.0,3.366223388054689e-14,4.028128639589009e-15,1.0453009468169823e-13,0.2522975139442775
Lactate_min,6878,1122,1.6616488914639227,2.0416922839663796,1.7149499772623922,1.7149499772623922,0.3800433925024569,0.3163287533125959,8.111727254410562,1.2236309152103856e-15,4303196.5,7.812202337177362e-11,4.8945236608415425e-15,1.9204997412227683e-10,0.3163287533125959
Mg_last,6878,1122,2.0334889220315935,2.118456908323513,2.0,2.1,0.08496798629191948,0.26196254063247787,7.8863384182668135,6.09576362123421e-15,4439624.0,3.800269136928999e-16,2.3976670243521225e-14,1.3189169357577113e-15,0.26196254063247787
Glucose_mean,6878,1122,135.9113926203256,146.60239856818478,129.1547619047619,139.85714285714286,10.691005947859168,0.26132759210244333,7.807689658635984,1.1194759020617923e-14,4539563.0,2.2248622664649625e-21,4.3310870965013604e-14,1.0295441076190807e-20,0.26132759210244333
HR_std,6878,1122,9.940247746263992,11.240630035799493,9.099905552687657,10.138270857081908,1.3003822895355004,0.26236541767918187,7.700961080252074,2.5453805013343624e-14,4432063.0,1.2937564783466864e-15,9.688867714756606e-14,4.3003736463354644e-15,0.26236541767918187
NIMAP_last,6878,1122,77.4572195642107,73.62276207628582,76.91943690152924,74.33,-3.8344574879248796,-0.25656489984062797,-7.675688175665523,3.029372206208277e-14,3298009.5,5.179707370241403e-15,1.1348124455002433e-13,1.6519066748337448e-14,0.25656489984062797
Creatinine_first,6878,1122,1.300592693838812,1.657578110154999,0.9,1.2,0.35698541631618697,0.24782955350366387,7.663544527840579,3.2281953333907666e-14,4748172.5,1.612166265180646e-35,1.190397029187845e-13,1.1889726205707266e-34,0.24782955350366387
Lactate_first,6878,1122,2.527279217760168,3.1157755287405795,2.6098158253751707,2.6098158253751707,0.5884963109804113,0.29143826371193404,7.664469977079477,3.627568671942578e-14,4086756.5,0.0008452182419856722,1.3170864716591512e-13,0.00114638796039436,0.29143826371193404
Glucose_median,6878,1122,132.36006625613643,142.2994942676274,126.5,136.0,9.939428011490975,0.2544405558377624,7.545496532959943,8.030263126626683e-14,4507498.0,1.4683639125197314e-19,2.871427421036208e-13,5.974722126804424e-19,0.2544405558377624
PaO2_count,6878,1122,5.552922361151498,6.99554367201426,4.0,6.0,1.4426213108627621,0.24670303863011683,7.434192207365941,1.7944758945894267e-13,4461073.5,2.4200512180485222e-17,6.32084046452395e-13,9.06558868983256e-17,0.24670303863011683
PaCO2_count,6878,1122,5.564989822622856,7.002673796791444,4.0,6.0,1.4376839741685883,0.24549696116433864,7.402598161314158,2.256899852927402e-13,4460875.0,2.4820596490184883e-17,7.832770077806866e-13,9.152594955755676e-17,0.24549696116433864
Urine_first,6878,1122,382.80388732527535,277.4572591963341,240.0,150.0,-105.34662812894123,-0.22007291992739642,-7.375635111866327,2.5345677460149566e-13,3126331.5,1.754299694010368e-24,8.668956348688836e-13,9.857493518724924e-24,0.22007291992739642
Glucose_last,6878,1122,127.17587045721784,138.06294319007486,121.0,130.0,10.887072732857021,0.24597461054859515,7.347915510690377,3.3738568409852253e-13,4455476.0,8.64709462846701e-17,1.1374717349607332e-12,3.045842287042111e-16,0.24597461054859515
NIMAP_min,6878,1122,59.97259516509443,56.57154666871491,59.4955981134772,57.33,-3.4010484963795236,-0.24542369034902667,-7.310065704747508,4.437857691059177e-13,3245544.0,1.1813519657022968e-17,1.4751188944929094e-12,4.496759095253904e-17,0.24542369034902667
NIDiasABP_last,6878,1122,58.105910512763124,54.60706784694114,57.61519782888159,55.5,-3.4988426658219822,-0.24021547860662948,-7.252358662888279,6.643948934928885e-13,3305056.0,1.1179944047372014e-14,2.1777388175600234e-12,3.517955726906394e-14,0.24021547860662948
WBC_count,6878,1122,3.1858098284384995,3.645276292335116,3.0,3.0,0.4594664638966166,0.2561793654020105,7.240217920867193,7.553174022051763e-13,4289933.0,4.673329645218265e-10,2.4418480400057755e-12,1.0812801924230497e-09,0.2561793654020105
HCO3_first,6878,1122,23.34787542051644,22.146967237289743,23.0,22.0,-1.200908183226698,-0.23964690919789952,-6.966888906178374,5.0059962843005e-12,3256362.0,3.803887460553293e-17,1.5965069231012405e-11,1.3601779404402684e-16,0.23964690919789952
PaCO2_min,6878,1122,34.857504086489755,33.156508956222396,34.618939519469755,33.0,-1.7009951302673585,-0.23099553475751997,-6.694040430083092,3.1557340468164137e-11,3187995.0,4.377996103051479e-21,9.930043133982315e-11,1.9494473213587716e-20,0.23099553475751997
SysABP_min,6878,1122,79.63741273294325,73.44032333400058,78.76827094474153,78.76827094474153,-6.197089398942666,-0.2240536844717449,-6.6526622844578664,4.101006220267855e-11,3338519.0,1.9807540654838006e-13,1.273470352609492e-10,5.843224493177212e-13,0.2240536844717449
WBC_last,6878,1122,11.966533591300047,13.905716591825755,11.1,12.3,1.9391830005257074,0.23850248960407153,6.628185662455734,4.9605811845923255e-11,4362231.5,2.1897679183842946e-12,1.520385921511414e-10,6.226328057092692e-12,0.23850248960407153
DiasABP_min,6878,1122,40.5449272500245,37.44879845958801,40.110695187165774,40.110695187165774,-3.096128790436488,-0.21958356704004048,-6.5923064559022375,6.064062205956019e-11,3388099.0,2.930006215077775e-11,1.8347675392379748e-10,7.857743940435851e-11,0.21958356704004048
NISysABP_min,6878,1122,91.48993060890507,85.7887810690469,90.69034438593997,89.0,-5.701149539858164,-0.21677271299676568,-6.553685004443237,7.776792764012021e-11,3199376.0,3.6119501537692406e-20,2.323193787730173e-10,1.5498549750718925e-19,0.21677271299676568
NIDiasABP_min,6878,1122,40.58399024457064,37.70941673471144,40.18083130981288,39.0,-2.8745735098592036,-0.21263271349319207,-6.449519544606695,1.5221758856380103e-10,3333798.5,2.4023956128877594e-13,4.49041886263213e-10,6.99957240298162e-13,0.21263271349319207
PaCO2_median,6878,1122,40.252639733858395,38.56766094100516,40.01632145816073,38.0,-1.6849787928532365,-0.22511782145605702,-6.4445454594856555,1.609200800317626e-10,3058692.0,2.6662171830447017e-29,4.682244598089889e-10,1.6134032184578194e-28,0.22511782145605702
HR_count,6878,1122,56.646408839779006,60.18716577540107,55.0,57.0,3.5407569356220634,0.21472691649357717,6.439883064910948,1.626881597641402e-10,4329271.5,5.2169598450146894e-11,4.682244598089889e-10,1.3238736811005018e-10,0.21472691649357717
PaO2_max,6878,1122,250.2124648316899,228.28560261902695,247.13722240636395,226.0,-21.926862212662968,-0.20644159124687808,-6.400794921935638,2.0594325685917824e-10,3369933.5,6.743316661190432e-12,5.855735978164586e-10,1.894550871477312e-11,0.20644159124687808
MAP_min,6878,1122,58.27558478233565,55.21398255297442,57.846195069667736,57.846195069667736,-3.0616022293612275,-0.21020021535898004,-6.379430237864358,2.380489548150271e-10,3347486.5,5.03659216652612e-13,6.609359216040752e-10,1.4495557942684933e-12,0.21020021535898004
static_ICUType,6878,1122,2.756033730735679,2.9536541889483066,3.0,3.0,0.19762045821262753,0.2002344595866423,6.37714764574232,2.366896824410629e-10,4289340.0,3.57881466720825e-10,6.609359216040752e-10,8.362378826347989e-10,0.2002344595866423
pH_count,6878,1122,5.84704856062809,7.098039215686274,5.0,6.0,1.2509906550581844,0.20896175148101892,6.360950963788636,2.67330479069814e-10,4386646.0,1.157516207008083e-13,7.25172334028461e-10,3.502228523768046e-13,0.20896175148101892
Creatinine_std,6878,1122,0.17022811134811916,0.2259525085687331,0.1,0.132650647852569,0.05572439722061395,0.20264483263464225,6.318188301368882,3.468935745408099e-10,4513684.5,5.978864239260833e-20,9.303054953594448e-10,2.5196642151170652e-19,0.20264483263464225
HR_mean,6878,1122,86.68719395512258,90.01296204133718,86.21483516483516,89.35104364326375,3.3257680862145946,0.21453571825903492,6.308623688341862,3.769519018278014e-10,4304884.0,4.902494835707675e-10,9.995578520377656e-10,1.123290078861176e-09,0.21453571825903492
Glucose_std,6878,1122,32.09292094536292,39.75187306552357,23.96525262402492,29.837736109649256,7.658952120160649,0.20181378250389517,6.139319200694433,1.0651891144996178e-09,4462355.5,3.7799550829827185e-17,2.7624684727682396e-09,1.3601779404402684e-16,0.20181378250389517
Platelets_count,6878,1122,3.4943297470194823,3.9385026737967914,3.0,3.0,0.44417292677730913,0.2062418032182753,5.834698950775431,6.757850756531118e-09,4111142.5,0.0002887865688939674,1.644178122207571e-08,0.0004207014213517056,0.2062418032182753
PaCO2_mean,6878,1122,40.559964456637,39.04816667962663,40.34793481841129,38.8,-1.511797777010365,-0.20178988586258553,-5.7774522044889505,9.401751338320037e-09,3163125.5,1.549289760763672e-22,2.2640952202484988e-08,7.948530076961447e-22,0.20178988586258553
